Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
22,43534,22971,432,41,4,2.11,12,0.73,0
19,21929,26158,422,55,3,6.15,12,0.51,0
59,107220,39394,438,92,2,18.15,48,0.64,0
22,35769,121881,825,24,4,9.27,36,0.21,1
31,109049,92445,446,20,1,7.92,12,0.46,0
52,123740,104157,623,67,4,8.96,60,0.15,0
49,94288,27967,798,70,4,22.78,36,0.22,0
50,36052,126638,531,58,4,4.26,24,0.3,0
54,62706,30808,316,69,1,22.1,24,0.61,0
43,70024,197425,537,41,4,2.66,48,0.63,0
57,16773,133267,407,118,3,6.19,24,0.77,0
25,32330,233081,795,19,3,21.74,48,0.73,0
29,43529,23882,354,48,4,7.72,60,0.77,0
65,138171,172821,411,44,1,23.05,36,0.51,0
67,144507,126816,775,108,2,19.39,36,0.87,0
64,43460,66475,458,40,1,22.93,60,0.28,0
51,136939,108838,586,3,2,3.97,12,0.79,0
37,48400,249578,795,24,2,21.02,48,0.56,1
41,80558,142701,467,93,4,22.51,60,0.55,0
38,108100,201978,662,5,3,16.58,48,0.34,0
19,117365,60656,418,24,1,17.65,36,0.54,1
38,30635,198653,769,16,1,11.05,48,0.76,0
28,42266,139968,764,98,3,10.65,12,0.47,0
32,102414,125730,317,104,4,3.27,48,0.71,1
39,84988,88791,604,89,4,10.49,12,0.61,0
22,77878,129702,475,76,4,7.53,36,0.32,0
48,142850,71020,822,108,4,10.72,12,0.28,0
67,123337,79516,560,14,1,15.11,24,0.51,0
33,54173,94595,352,87,4,8.02,60,0.83,0
41,20909,119287,398,28,1,5.32,48,0.52,0
53,41826,127756,745,14,1,13.56,12,0.71,1
55,141075,105470,722,25,3,24.8,24,0.73,0
41,102416,10390,523,4,1,24.94,24,0.14,0
54,115574,235336,637,73,3,5.45,48,0.54,0
33,134666,215558,847,19,3,14.83,60,0.35,0
68,125180,170474,803,0,4,7.43,60,0.52,0
54,90282,42533,787,65,1,19.21,12,0.48,0
61,49192,104533,361,10,3,14.89,24,0.8,0
42,147316,208969,458,106,3,22.81,24,0.81,0
69,59041,32789,445,10,1,23.16,24,0.3,0
58,110273,118835,681,88,3,17.31,24,0.38,0
44,112498,195614,516,10,4,20.99,48,0.45,0
41,98728,45998,502,35,2,23.92,36,0.13,0
53,114547,7984,401,7,4,16.23,48,0.4,0
20,47120,71322,431,76,3,17.32,36,0.67,1
48,36957,50290,656,90,2,6.43,24,0.34,0
69,128836,175056,320,43,3,23.18,48,0.17,0
50,48743,80334,530,46,4,9.78,24,0.74,0
32,139569,115617,739,68,3,20.1,24,0.4,0
54,23251,228296,646,102,2,19.56,36,0.52,1
21,78546,170300,423,0,3,16.33,36,0.57,1
32,31340,245731,445,59,3,17.95,60,0.6,1
24,103640,188826,704,47,4,3.92,24,0.44,0
38,82330,99206,570,108,2,3.84,48,0.88,0
69,100294,200549,450,79,2,3.43,12,0.17,0
64,129896,249527,456,65,2,16.46,12,0.86,0
54,30317,207653,689,83,2,17.4,12,0.38,0
53,25575,149669,812,31,4,21.06,60,0.32,0
27,90738,40379,661,18,4,13.03,60,0.46,0
35,41504,216012,632,1,1,10.9,12,0.24,0
20,45586,202930,381,27,4,11.25,60,0.72,1
66,139473,59376,632,102,1,2.92,60,0.73,0
35,81211,71332,770,43,2,12.76,24,0.1,0
45,22631,93732,402,116,3,11.49,60,0.49,0
42,77527,80331,514,5,1,15.16,60,0.57,0
67,149588,115401,334,118,2,12.96,60,0.66,0
65,29684,108945,560,83,2,18.5,36,0.24,0
43,117621,242972,641,95,2,16.45,24,0.27,0
67,60321,88336,743,90,2,11.45,12,0.45,0
46,74066,126300,532,24,2,15.87,36,0.77,1
50,23016,44481,500,76,1,8.77,12,0.88,0
43,22422,62607,344,9,2,16.51,24,0.56,0
31,74522,178796,838,1,3,21.13,36,0.65,1
41,123704,159658,385,106,3,24.15,12,0.89,0
18,129118,151271,451,32,4,6.14,12,0.86,0
31,38373,101326,673,75,4,15.45,12,0.21,0
19,19083,49852,646,14,3,23.26,60,0.38,1
61,58275,178749,573,32,1,3.14,48,0.51,0
26,41253,35820,355,85,1,20.36,36,0.73,0
27,106552,196601,755,117,4,9.78,36,0.26,0
38,77618,37422,800,11,3,11.34,36,0.51,0
26,33350,182662,613,112,1,5.47,48,0.38,0
52,39644,84500,601,100,1,17.79,12,0.4,0
20,70293,221685,647,35,1,10.08,48,0.55,0
59,101624,53567,843,80,3,23.32,24,0.25,0
22,95886,76565,831,117,2,20.33,60,0.61,0
21,65345,197226,452,21,4,18.05,48,0.49,0
42,117355,35704,793,83,1,14.65,60,0.3,0
32,125917,241212,641,54,1,4.37,12,0.65,0
62,81977,164882,642,44,4,22.72,36,0.25,0
26,108426,219151,635,67,2,20.26,12,0.29,0
62,95941,166177,838,33,1,14.66,36,0.27,0
48,61888,187363,668,67,1,22.15,48,0.85,0
51,90365,148487,771,105,3,16.13,12,0.44,0
46,80471,90733,834,69,4,21.1,24,0.73,0
24,66967,66572,643,117,3,6.42,12,0.49,0
45,121914,94110,348,32,3,6.06,24,0.3,0
34,34023,189126,386,75,3,17.25,36,0.23,1
50,21890,226684,839,62,1,5.8,48,0.65,0
27,41088,87107,481,109,3,24.29,48,0.89,0
46,142119,100559,621,116,1,13.6,12,0.4,0
27,55314,33835,302,52,2,19.12,36,0.37,0
32,53527,48375,376,100,3,18.81,24,0.36,0
18,31511,225868,781,107,3,10.09,48,0.3,1
43,142632,158862,823,58,4,13.44,24,0.56,0
42,39436,97031,728,8,1,13.07,36,0.21,0
40,119785,249907,772,47,3,19.62,12,0.83,0
51,119860,164819,356,110,1,15.41,24,0.37,0
66,112588,98936,387,40,3,24.63,60,0.5,0
49,25991,148861,708,116,4,8.32,60,0.45,0
25,141859,97556,569,83,3,23.54,24,0.86,0
43,48337,231671,830,3,1,15.9,36,0.38,0
41,20963,119425,560,77,3,4.99,12,0.85,0
43,143496,99797,834,81,2,19.8,36,0.26,0
18,148602,247586,539,108,2,4.98,48,0.76,0
39,77095,203129,748,112,2,21.48,36,0.85,0
44,66414,150281,339,79,1,16.68,12,0.7,0
67,135862,207903,324,15,2,15.11,36,0.75,0
29,82648,86348,512,12,2,2.48,60,0.46,0
26,129678,104639,433,1,1,3.76,12,0.87,1
26,49123,162393,594,67,1,23.82,36,0.16,0
51,91174,246746,581,81,1,10.02,12,0.71,0
37,23083,26021,388,59,4,2.59,24,0.27,0
36,116956,83414,729,8,3,7.51,60,0.58,0
64,103487,233996,581,25,3,3.86,48,0.12,0
27,141444,92054,819,91,2,2.01,24,0.41,0
66,102001,161320,316,76,3,24.75,48,0.57,0
56,119590,206029,513,91,2,6.42,36,0.28,0
31,113099,145364,603,105,2,9.55,24,0.79,0
69,86285,45986,765,23,1,10.84,48,0.73,0
22,96037,145732,583,53,1,6.29,60,0.32,0
28,113308,90677,433,21,2,7.46,36,0.23,0
69,137734,187457,671,40,1,10.85,36,0.12,0
42,92418,37765,318,25,3,4.05,60,0.61,0
22,109701,145585,387,46,3,16.3,24,0.42,0
30,114829,45503,723,27,2,6.49,36,0.68,0
69,36454,64479,688,52,2,10.12,24,0.42,1
22,142369,190352,576,62,4,6.52,36,0.9,0
53,74101,186820,543,57,4,18.25,36,0.82,0
37,77256,132246,677,88,2,16.21,60,0.74,0
29,100612,131320,602,29,4,23.23,60,0.64,0
66,136283,79909,802,15,1,3.66,60,0.6,0
55,109302,86931,394,55,2,4.62,12,0.66,0
66,73428,153169,621,29,2,11.02,48,0.56,0
37,15611,241760,365,114,2,10.93,48,0.26,0
49,143479,222591,619,7,4,24.64,48,0.44,0
30,37045,44555,679,73,3,16.58,12,0.78,0
56,60321,246082,600,14,1,14.92,48,0.72,0
38,70025,231227,649,34,4,10.19,36,0.15,0
33,106856,90461,469,115,2,19.07,24,0.78,0
40,36726,34193,634,81,4,14.94,60,0.55,0
28,48333,63743,628,17,3,10.34,60,0.14,0
31,95006,5592,542,43,2,6.88,24,0.24,1
58,56015,203246,430,33,4,8.38,48,0.2,0
34,135904,34524,641,101,4,13.1,24,0.49,0
66,57676,169878,587,45,4,4.96,12,0.85,0
18,92289,40163,342,105,1,22.82,48,0.62,1
48,82128,104769,301,20,3,24.21,48,0.61,0
41,54265,216497,555,15,1,16.08,48,0.25,0
69,116001,60497,607,64,2,2.61,60,0.29,0
66,63074,83017,661,45,3,19.38,36,0.46,0
46,67311,100439,470,102,1,21.83,12,0.53,0
56,137694,51280,633,87,1,22.08,60,0.36,0
24,22905,29250,487,97,1,2.37,36,0.82,0
57,82514,99748,360,55,2,22.48,12,0.16,1
30,47667,187653,760,28,2,20.02,60,0.71,0
61,89325,117351,329,68,2,15.71,24,0.57,0
48,97337,29691,371,40,4,8.77,24,0.8,0
65,43446,175879,457,26,4,5.87,12,0.72,0
67,73488,228974,761,52,4,15.95,60,0.45,0
62,126889,220142,552,109,4,22.83,24,0.65,0
36,80726,177405,402,75,4,13.19,24,0.77,0
65,116321,148715,773,22,1,8.0,36,0.13,0
32,18825,200898,421,113,3,7.51,12,0.26,0
33,78634,175622,345,58,4,8.76,60,0.29,0
51,109167,76972,531,24,4,12.07,36,0.31,0
21,102383,28078,632,117,4,8.16,24,0.28,0
31,114692,27012,488,47,2,6.3,24,0.71,0
66,20447,134329,424,7,1,6.16,48,0.46,0
53,52619,55444,613,56,2,19.6,60,0.52,0
46,15164,51770,673,92,2,23.34,48,0.77,0
63,86819,29171,568,109,3,7.09,24,0.29,0
44,31621,58167,568,38,1,15.06,48,0.71,0
18,117459,13817,834,108,4,6.25,60,0.27,0
53,60047,243175,720,105,3,24.27,48,0.69,0
53,34117,6333,494,82,3,20.58,36,0.69,0
22,113296,97570,461,43,3,16.85,60,0.53,0
61,85117,155936,467,60,2,20.02,48,0.61,0
55,138737,43309,386,33,1,5.55,36,0.45,0
23,85488,37662,331,48,1,4.71,60,0.65,0
56,57821,223612,746,114,2,16.75,24,0.64,0
23,81843,20911,756,98,3,16.83,48,0.36,0
42,52310,95945,330,113,4,10.25,12,0.36,0
63,130622,105511,578,48,3,4.61,36,0.8,0
65,39066,12645,831,2,4,3.49,48,0.3,0
46,35243,199234,464,28,2,8.12,60,0.89,0
62,75032,91576,613,42,2,23.26,60,0.52,0
55,39972,32018,548,9,4,7.4,12,0.27,0
65,50627,29579,751,73,2,5.3,12,0.25,0
53,131800,118351,350,17,1,22.54,36,0.51,1
60,112402,124004,441,76,1,7.24,48,0.18,0
56,101152,195386,563,22,4,11.1,24,0.66,0
44,78110,224266,775,48,4,9.38,48,0.76,0
23,113523,139806,498,100,1,16.19,60,0.51,0
42,108080,64619,590,95,3,18.04,48,0.33,0
61,41208,236286,701,17,3,6.76,24,0.15,0
62,126275,226444,536,49,2,14.72,48,0.86,0
29,87264,234910,717,63,2,13.04,60,0.76,0
53,69368,80792,327,67,3,3.44,60,0.24,0
21,112831,84786,705,91,4,2.56,60,0.58,0
38,57375,186232,452,112,2,23.78,60,0.25,0
43,133890,137957,326,37,4,23.7,60,0.71,0
68,73417,118365,751,25,3,18.1,48,0.88,0
68,56157,151182,593,115,3,16.82,36,0.62,0
61,76352,161703,724,23,3,12.42,48,0.24,0
48,106413,219773,556,10,4,20.57,12,0.86,0
36,112314,110544,694,93,4,21.09,48,0.62,0
37,135484,77964,544,22,1,24.74,60,0.45,0
41,74867,107898,637,22,4,21.08,12,0.15,0
21,37293,247794,602,28,4,21.05,60,0.33,0
53,136157,93233,388,113,3,6.25,12,0.76,0
26,138012,26483,482,87,3,19.61,48,0.2,0
40,96367,125547,487,54,2,9.99,60,0.14,0
23,147965,224943,630,85,1,8.97,36,0.13,0
36,34223,203620,560,4,4,2.07,36,0.81,0
53,51660,69951,320,15,4,17.02,24,0.81,0
47,60618,24845,617,69,1,14.81,12,0.76,0
41,55715,173778,448,12,4,12.52,36,0.88,1
42,88893,233012,309,39,3,6.09,12,0.75,0
54,35931,147380,401,5,2,7.87,48,0.89,0
57,34932,80225,584,87,4,22.45,24,0.76,0
51,102977,167194,551,0,4,16.19,12,0.55,0
61,135630,229308,748,4,1,14.58,60,0.12,0
68,114250,165734,320,57,2,14.0,48,0.68,0
30,144326,203380,488,7,3,23.99,60,0.35,1
42,119210,8849,496,7,2,19.63,36,0.18,0
29,115025,57074,596,75,1,18.63,48,0.7,0
67,110133,173677,385,101,1,10.45,60,0.52,0
66,134841,229999,659,74,3,9.46,36,0.71,0
48,77747,46237,660,94,1,17.95,12,0.72,0
40,27359,129299,616,85,3,3.52,24,0.16,0
39,50620,232581,451,93,1,22.04,48,0.8,0
50,55287,154097,721,30,4,11.55,36,0.9,0
50,47780,140230,763,114,2,18.24,12,0.18,0
43,145696,234746,815,57,2,11.12,24,0.67,0
42,36834,29536,466,40,3,4.55,60,0.17,1
29,132995,137053,434,102,3,8.73,36,0.49,0
30,22736,198412,456,85,4,8.81,12,0.7,0
23,147349,245857,422,71,2,15.61,24,0.38,1
67,128997,152241,646,4,3,14.56,36,0.75,0
68,25628,8237,318,94,3,20.85,36,0.76,1
32,56647,81101,612,73,1,2.63,12,0.89,0
25,42976,235212,721,71,2,4.62,60,0.5,0
42,144129,222281,793,30,3,17.93,60,0.2,0
23,60821,102589,438,24,3,14.79,36,0.83,1
66,34131,42987,367,16,3,15.02,60,0.18,0
29,85354,43374,642,24,2,14.56,36,0.42,0
49,92495,33834,473,113,1,17.15,48,0.16,0
52,24368,226686,371,46,1,19.94,12,0.55,0
46,48881,28756,580,5,4,6.45,36,0.9,0
64,97579,226365,572,2,3,18.04,12,0.5,0
60,29357,59413,710,102,2,23.48,36,0.76,0
44,23000,62153,619,36,4,12.88,12,0.39,0
31,138329,177882,580,46,1,2.36,24,0.71,0
41,128261,108879,619,2,2,6.33,24,0.77,0
67,82192,173247,391,77,4,16.31,36,0.31,0
26,104068,226151,442,51,2,2.35,48,0.52,0
24,70447,209180,565,27,3,14.41,12,0.15,1
30,133953,87695,591,43,3,5.33,36,0.8,0
25,22329,46649,702,75,4,4.52,36,0.89,0
53,47555,24910,400,93,1,12.0,36,0.33,0
56,131671,107102,628,89,1,19.64,60,0.27,0
46,63335,149541,634,59,2,15.94,24,0.5,0
21,27705,225101,577,108,4,3.97,12,0.19,0
61,64042,208493,735,46,4,9.52,12,0.64,0
24,32223,173559,586,42,2,7.86,60,0.62,0
65,69275,193767,586,58,4,4.92,36,0.78,0
50,30912,112605,767,29,1,17.89,48,0.73,0
29,28514,61012,385,23,3,2.61,48,0.42,0
33,45335,228714,660,79,2,11.52,36,0.43,0
33,116503,167288,779,0,2,14.7,36,0.5,1
21,30404,87408,587,95,1,3.32,12,0.88,0
66,99175,221951,505,114,2,19.28,60,0.21,0
20,31723,50159,545,84,1,3.32,48,0.45,0
58,98586,101350,631,80,2,8.2,36,0.22,0
28,113287,174722,721,28,3,21.89,48,0.37,0
52,121821,220230,755,74,4,17.0,36,0.13,0
54,104769,120871,817,39,2,16.6,48,0.62,0
33,142679,36605,336,104,3,18.61,12,0.19,0
24,19159,107314,713,62,1,2.26,48,0.47,0
37,101760,111530,762,80,1,9.53,24,0.58,0
68,39431,63026,778,68,1,11.23,48,0.7,0
41,96357,126661,477,31,2,10.03,12,0.55,0
38,109095,215176,531,86,2,7.7,36,0.18,0
56,136204,30129,538,10,1,24.39,36,0.72,0
53,119622,142015,808,41,2,7.24,24,0.34,0
28,44343,13885,362,113,4,14.7,60,0.51,0
43,48688,21311,780,109,4,12.48,24,0.52,1
61,129518,96274,499,51,2,21.19,60,0.71,0
58,120564,29772,436,37,4,4.92,24,0.23,0
27,58193,199056,674,43,1,15.46,48,0.33,0
55,45123,15451,730,38,4,8.42,60,0.72,0
48,55003,41694,616,69,4,21.31,36,0.6,0
68,120417,180967,844,98,2,21.81,36,0.55,0
32,50433,117488,539,48,2,21.65,12,0.48,1
46,88558,20423,445,42,4,21.33,12,0.12,0
34,107432,103462,668,79,2,18.93,12,0.84,0
18,40865,73578,841,87,1,9.44,24,0.48,0
57,26535,154116,769,100,3,14.13,36,0.57,0
47,75254,69255,751,8,4,12.52,60,0.13,0
50,32900,240279,717,45,2,13.47,24,0.78,0
35,95644,123937,509,80,3,23.75,48,0.17,0
44,136287,21682,619,36,3,4.89,36,0.56,0
23,72586,118181,691,44,2,17.12,48,0.26,0
63,133092,218245,686,119,3,11.92,36,0.16,0
67,112720,5541,402,56,1,14.28,48,0.24,0
62,122013,34882,686,76,4,19.44,48,0.57,0
25,47834,223804,792,16,2,6.21,24,0.49,0
65,98138,39582,746,77,2,17.95,12,0.63,0
21,103754,83094,462,112,2,12.72,36,0.18,0
22,133219,95210,573,37,4,16.27,24,0.24,0
65,35626,34549,430,4,4,10.85,60,0.21,0
25,85610,91299,434,98,1,9.38,48,0.23,0
58,23213,109065,629,33,2,12.41,36,0.51,0
68,104403,76053,463,56,4,12.35,48,0.15,0
66,149350,7349,488,69,3,11.16,60,0.83,0
25,39538,115396,705,85,1,2.54,24,0.79,0
56,37382,40362,589,96,1,19.43,24,0.17,0
28,88205,163230,478,116,3,9.1,48,0.36,0
67,109144,248779,492,98,3,21.31,48,0.19,0
60,90923,135047,421,106,2,5.14,60,0.79,0
48,113720,194613,490,78,4,7.82,36,0.23,0
46,101563,163979,504,68,3,10.7,12,0.83,0
50,114169,127050,714,0,3,14.3,12,0.62,0
62,138177,242571,349,95,1,2.14,12,0.12,0
54,17904,10479,763,84,1,15.82,60,0.88,0
18,75448,27862,377,118,4,8.74,60,0.49,0
61,33989,227526,495,76,4,18.62,48,0.28,0
53,53375,134592,723,82,2,10.28,12,0.68,0
21,131198,65049,674,61,2,13.43,48,0.62,0
67,85920,92398,671,119,1,23.55,48,0.73,0
50,125145,123981,562,104,2,24.53,48,0.28,0
52,53371,56178,694,82,3,12.88,60,0.79,0
43,56130,233845,800,110,4,11.76,36,0.6,0
65,41735,156114,838,76,2,5.09,60,0.84,0
26,18669,199353,325,16,4,7.89,48,0.76,0
43,45538,209819,507,26,4,6.3,48,0.62,0
35,108703,44268,604,98,2,3.94,36,0.36,0
26,114894,18738,531,38,2,21.46,48,0.38,0
44,35206,197851,611,23,2,10.25,36,0.74,0
45,129313,54440,650,22,2,6.1,60,0.69,0
65,129946,12231,469,83,2,23.96,12,0.56,1
56,43021,161263,312,1,1,8.92,12,0.74,0
57,134227,142435,418,79,4,4.68,12,0.1,0
58,34437,204386,563,77,2,11.2,60,0.52,0
64,42830,23364,331,80,2,2.42,60,0.25,0
60,106515,44904,611,58,3,9.41,24,0.5,0
69,21101,119771,806,66,1,24.78,60,0.14,0
30,68568,211803,492,31,3,9.64,48,0.25,0
32,91367,233694,379,31,3,13.58,24,0.42,0
60,98931,51152,770,59,2,9.41,60,0.65,0
22,94934,220432,718,50,4,18.51,60,0.34,0
58,81028,194239,483,25,4,20.84,60,0.12,0
34,32583,23667,600,6,1,14.86,12,0.63,0
65,98291,164244,377,105,4,21.58,36,0.27,0
38,45784,162253,601,87,3,24.18,24,0.59,0
53,99195,85020,707,37,3,8.71,12,0.67,0
47,120588,60110,748,18,2,7.4,12,0.69,1
61,146785,89285,691,98,1,15.4,24,0.67,0
43,53885,224813,621,63,1,2.42,24,0.11,0
34,88979,136938,490,23,4,22.38,60,0.7,0
55,62585,150531,671,21,4,12.03,36,0.44,1
50,124520,70696,721,36,1,8.49,48,0.42,0
24,59761,67367,456,33,3,4.33,36,0.59,0
39,131320,220492,843,63,4,11.26,48,0.16,0
27,146260,190985,715,59,2,10.49,24,0.57,0
32,117892,6563,707,64,3,13.22,24,0.16,0
36,110408,125025,709,55,3,17.76,60,0.5,0
42,48555,33550,813,6,2,19.68,12,0.19,0
45,24423,161977,390,95,4,10.12,24,0.38,0
27,55354,21706,452,44,2,23.75,60,0.39,0
39,21704,28578,536,62,1,4.92,12,0.14,0
55,114903,109306,621,64,3,3.23,48,0.57,0
69,113136,68282,799,59,3,3.26,36,0.67,0
51,37186,219247,342,90,2,6.2,60,0.15,0
34,54633,49293,407,22,1,6.53,60,0.83,0
39,142174,233401,666,54,1,24.42,12,0.81,0
42,110403,68220,827,78,4,22.92,24,0.26,0
58,108976,31304,669,43,3,12.64,24,0.24,0
57,128774,81049,535,115,2,14.45,48,0.26,0
35,146420,50120,478,34,3,9.34,60,0.36,0
29,136906,9664,571,61,4,18.57,12,0.41,0
68,141640,113840,420,118,2,12.31,36,0.43,0
25,113707,168522,368,29,4,13.75,12,0.12,1
25,123114,58405,717,60,2,5.78,36,0.88,0
32,58424,70009,416,106,2,21.7,36,0.36,0
34,134474,136240,764,90,1,22.51,24,0.27,0
46,102885,75641,634,33,3,13.17,24,0.21,0
34,124407,185470,612,106,2,23.33,24,0.63,0
48,105509,92402,669,95,3,2.75,24,0.54,0
57,149035,179371,766,79,1,24.96,36,0.33,0
51,116321,55706,474,55,2,17.59,24,0.27,0
61,53941,154369,681,28,4,14.69,12,0.67,1
46,149688,52862,839,9,4,22.57,60,0.45,1
35,100306,102298,372,79,1,20.97,60,0.32,0
69,106744,221535,455,11,1,6.38,48,0.8,0
41,115000,150292,624,93,2,20.75,24,0.27,1
28,20845,167052,444,75,4,22.59,48,0.51,1
45,28039,213611,303,30,4,15.73,60,0.49,0
24,82393,67029,789,78,3,8.91,24,0.32,0
21,103148,240482,774,55,2,10.07,12,0.61,0
27,58069,46238,404,104,2,3.84,36,0.15,0
54,132824,72299,745,0,2,8.84,60,0.25,0
61,90520,170267,495,99,1,6.82,12,0.78,0
35,114790,86743,572,73,3,6.58,24,0.83,0
69,63474,123701,498,36,1,12.26,60,0.34,0
18,121813,238430,349,118,3,2.72,60,0.9,0
32,47139,132183,342,100,3,10.68,60,0.82,0
50,129677,119105,663,56,3,5.35,12,0.48,0
47,106539,75168,485,52,1,11.24,24,0.86,0
46,16856,164114,777,47,3,19.62,60,0.56,0
61,28157,226458,436,4,4,7.09,24,0.78,0
36,124336,156227,698,84,1,21.79,12,0.83,1
66,112097,181560,844,27,3,8.01,36,0.51,0
31,109328,173610,618,16,2,5.39,60,0.25,0
50,57771,9853,700,8,1,21.92,12,0.43,0
23,125433,107180,738,2,4,12.3,24,0.82,0
52,66601,106280,303,92,3,18.1,60,0.49,1
43,119226,19545,350,17,2,12.33,24,0.3,0
41,47116,203335,807,69,4,6.76,48,0.37,0
56,111522,5034,402,23,3,19.99,36,0.82,0
32,148708,182737,300,43,2,15.31,60,0.39,0
32,58624,99434,464,27,2,12.65,60,0.66,0
41,97438,90131,618,17,4,7.23,60,0.37,0
21,36489,53223,530,29,1,21.01,36,0.76,0
32,97163,141012,377,112,3,24.69,48,0.71,0
69,48305,145340,705,76,2,17.51,12,0.66,0
68,148510,184751,779,66,1,3.28,24,0.64,0
62,53702,92960,620,106,1,3.49,60,0.44,0
25,105477,55976,731,22,3,2.61,60,0.45,0
23,87957,146461,836,109,1,14.31,60,0.31,0
56,103274,181972,395,112,4,20.12,48,0.69,0
36,76477,47389,517,52,1,13.23,48,0.76,0
64,17106,150650,718,107,4,9.48,36,0.49,0
50,58387,245057,589,105,4,9.44,60,0.64,0
58,117577,235478,816,114,2,17.19,24,0.38,0
40,112490,136964,425,76,3,19.17,12,0.61,0
68,114230,166561,548,33,4,4.24,60,0.17,0
30,25997,18386,313,36,2,13.27,48,0.76,0
26,39720,39582,508,69,1,10.75,24,0.17,0
56,87675,167622,595,39,1,5.04,12,0.35,0
50,86821,154767,816,73,4,22.38,36,0.6,0
22,90236,88108,626,118,4,16.12,12,0.75,0
19,24735,198490,396,71,3,6.36,12,0.62,0
45,76871,160067,479,117,4,11.89,36,0.49,0
35,100390,209421,685,36,4,9.48,24,0.69,0
57,24668,20107,731,107,1,8.74,12,0.5,0
33,29851,63036,783,105,2,14.71,60,0.73,0
52,127683,153322,779,101,2,24.44,48,0.18,0
41,106248,112939,372,4,3,23.02,24,0.44,0
29,90710,14353,307,28,2,3.08,12,0.87,0
36,58638,234915,614,110,4,22.93,36,0.15,0
42,125101,102423,451,101,2,13.18,48,0.61,0
58,49412,210204,582,6,3,21.71,36,0.78,1
34,50753,50538,629,19,1,22.47,24,0.47,0
51,34325,195216,648,109,2,3.77,36,0.68,0
29,92579,119408,705,31,4,22.62,60,0.75,0
47,18640,38169,321,46,1,6.1,24,0.51,0
66,116942,219592,484,50,2,21.0,24,0.8,0
54,27965,166154,669,55,1,24.93,60,0.22,1
48,86883,128771,503,80,3,21.18,24,0.34,0
21,66242,102420,407,78,3,16.7,24,0.55,0
18,64594,9224,622,118,1,3.32,12,0.16,0
51,117962,20427,328,0,2,12.66,24,0.23,0
68,16291,50133,372,27,4,3.81,60,0.59,0
53,24853,189423,716,47,2,4.75,36,0.53,0
23,73649,180530,465,119,3,13.54,12,0.84,0
31,64576,9769,765,104,4,3.76,60,0.62,0
28,27655,152345,804,50,2,2.51,24,0.3,1
21,122123,244007,630,27,1,6.03,60,0.41,0
52,128976,138048,688,68,2,18.53,12,0.85,0
66,71065,191226,800,89,4,11.53,12,0.18,0
52,114333,52229,427,37,1,9.72,60,0.12,0
21,125349,153430,631,28,4,15.79,36,0.54,0
29,42212,120635,706,38,2,16.79,12,0.79,1
35,78287,248363,333,40,2,4.85,24,0.84,0
48,123164,171923,737,100,1,23.04,60,0.61,0
67,34680,161281,739,24,3,18.44,24,0.28,0
59,50429,187240,548,48,1,5.36,60,0.86,0
27,142729,15130,504,81,4,12.67,36,0.69,0
33,146386,150563,635,74,3,18.9,60,0.17,0
66,64458,148006,554,87,1,23.19,60,0.28,0
41,63317,25333,715,23,3,23.99,12,0.89,0
60,60496,163418,611,33,2,13.44,48,0.11,0
34,98400,108401,374,73,1,16.82,60,0.75,0
32,65380,112869,338,26,2,10.07,60,0.47,0
35,76213,171996,448,90,1,21.35,12,0.28,0
63,134989,222302,615,49,1,7.48,36,0.72,0
20,110704,200886,784,100,4,12.98,24,0.35,0
38,84087,137036,651,13,3,24.1,60,0.17,1
61,80638,33653,552,31,1,14.18,12,0.42,0
41,34861,168575,645,81,2,8.84,60,0.45,0
30,78991,40246,387,11,4,9.45,12,0.68,1
28,112121,169605,444,105,1,8.77,48,0.79,0
66,32193,188244,500,56,3,13.01,36,0.73,0
54,137509,186118,807,62,3,18.37,48,0.76,0
59,119465,19697,814,80,2,14.12,36,0.72,0
21,44019,234041,456,4,2,2.5,60,0.74,0
40,25085,145602,565,38,3,22.97,36,0.43,0
45,32361,186256,635,100,2,7.78,24,0.14,1
60,145970,229836,812,6,4,9.79,60,0.72,0
51,139735,241736,642,103,3,3.93,48,0.8,0
68,101048,167931,408,23,1,8.04,12,0.34,0
56,70659,33324,325,111,4,22.06,12,0.87,0
41,57919,166487,325,24,4,8.5,12,0.18,0
68,103637,37219,777,51,3,2.03,60,0.89,0
44,84273,192869,626,15,3,17.77,36,0.49,0
48,74149,11925,307,8,3,10.93,60,0.46,1
63,56830,91668,442,107,2,10.82,12,0.32,0
57,51674,212106,441,111,1,9.65,24,0.74,0
47,51348,8069,783,118,3,15.91,12,0.26,0
45,35644,138947,495,100,3,3.31,60,0.73,0
39,60905,46525,823,108,3,12.72,24,0.56,0
40,121765,124719,310,15,3,21.91,48,0.25,0
33,42715,57399,721,48,2,23.2,36,0.8,0
24,115710,40817,474,70,3,21.44,60,0.86,0
22,43258,68251,545,97,2,12.09,12,0.48,1
64,35750,182355,417,30,4,23.19,12,0.39,0
56,58606,157272,527,58,3,5.06,24,0.73,0
39,88687,146102,494,38,4,9.17,24,0.19,0
64,115032,5204,443,15,2,22.68,12,0.47,0
37,70432,232349,589,102,4,23.89,24,0.84,0
26,136682,99435,460,43,3,18.17,60,0.36,0
36,126655,233223,820,96,2,10.57,36,0.65,0
20,44503,217710,773,113,4,20.06,24,0.89,0
42,66037,39033,771,41,4,22.17,48,0.87,1
